canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
diesel lekage work kamal diesel b 2869,Diesel Lekage Work Kamal Diesel B-2869,1,1,1225.0,5.1048415960217584e-08,0.9999614521647028,C
diesel lekage work kamal diesel b 1030,Diesel Lekage Work Kamal Diesel B-1030,1,1,1225.0,5.1048415960217584e-08,0.9999615032131187,C
diesel lekage work from kamal die c 9152,Diesel Lekage Work From Kamal Die.C-9152,1,1,1225.0,5.1048415960217584e-08,0.9999615542615347,C
diesel lekage work kamal diesel cg0l0161,Diesel Lekage Work Kamal Diesel CG0L0161,1,1,1225.0,5.1048415960217584e-08,0.9999616053099506,C
diesel lekage work from kamal die b 1029,Diesel Lekage Work From Kamal Die.B-1029,1,1,1225.0,5.1048415960217584e-08,0.9999616563583665,C
332 y1444adjuster stablizr check nut jcb,332/Y1444Adjuster Stablizr Check Nut JCB,1,1,1223.72,5.09950755745612e-08,0.9999617073534421,C
star phool,Star Phool,2,2,1220.0,5.084005507874731e-08,0.9999617581934972,C
safe x liquid hand wash,Safe-X Liquid (Hand Wash),1,1,1220.0,5.084005507874731e-08,0.9999618090335523,C
x7819100 window bottom glass al 1012,X7819100 Window Bottom Glass AL 1012,1,1,1215.0,5.063169419727703e-08,0.9999618596652464,C
f8615514 air intek metal pipe 12 al 1012,"F8615514 Air Intek Metal Pipe 12""AL 1012",1,1,1212.0,5.0506677668394866e-08,0.999961910171924,C
upvc reducer 1 5x2,"Upvc Reducer 1.5X2""",1,1,1211.76,5.0496676346084296e-08,0.9999619606686004,C
label 15 kg jar,Label 15 Kg Jar,1,1,1210.0,5.0423333315806756e-08,0.9999620110919337,C
middle screw blade 2200mm,Middle Screw blade 2200mm,1,1,1210.0,5.0423333315806756e-08,0.999962061515267,C
252718175817 hose tc outlet to cyl crank,252718175817 Hose TC Outlet TO Cyl Crank,2,2,1207.65,5.032540370151573e-08,0.9999621118406707,C
307702va0a assy clutch cable al dost,307702VA0A Assy Clutch Cable AL DOST,1,1,1207.05,5.0300400395739294e-08,0.9999621621410711,C
pvc elbow 2 5,"Pvc Elbow 2.5""",2,2,1203.0,5.013162808174837e-08,0.9999622122726992,C
servopack sgdv 200a01a002000,Servopack SGDV-200A01A002000,1,1,1200.0,5.0006611552866204e-08,0.9999622622793107,C
motor sleeve 18 mm,Motor sleeve 18 mm,1,1,1200.0,5.0006611552866204e-08,0.9999623122859223,C
silo pipe 75 mm,SILO PIPE 75 MM,1,1,1200.0,5.0006611552866204e-08,0.9999623622925338,C
65 nb cs elebow schedule 40 seamless,65 NB CS Elebow ( schedule 40.SEAMLESS),1,1,1200.0,5.0006611552866204e-08,0.9999624122991453,C
labour charge from sundeep enter c8589,Labour Charge From Sundeep Enter.C8589,2,2,1200.0,5.0006611552866204e-08,0.9999624623057568,C
labour charge from sundeep enter p0775,Labour Charge From Sundeep Enter.P0775,2,2,1200.0,5.0006611552866204e-08,0.9999625123123683,C
bed sheet,Bed Sheet,1,1,1200.0,5.0006611552866204e-08,0.9999625623189798,C
fitting charge,Fitting Charge,1,1,1200.0,5.0006611552866204e-08,0.9999626123255914,C
new audio player for bus t 0365,New Audio Player For Bus T 0365,1,1,1200.0,5.0006611552866204e-08,0.9999626623322029,C
gi nipple 1x12,Gi Nipple 1X12,1,1,1200.0,5.0006611552866204e-08,0.9999627123388144,C
head repair work from mehar singh la0890,Head Repair Work From Mehar Singh LA0890,1,1,1200.0,5.0006611552866204e-08,0.9999627623454259,C
labour charge from ahuja automob ae 5674,Labour Charge From Ahuja Automob.AE-5674,1,1,1200.0,5.0006611552866204e-08,0.9999628123520374,C
allen key 10mm ball point,Allen key 10mm (ball point),1,1,1200.0,5.0006611552866204e-08,0.999962862358649,C
hn fuse 200 a,Hn Fuse 200 A,1,1,1200.0,5.0006611552866204e-08,0.9999629123652605,C
ac indoor unit motor,AC Indoor Unit Motor,3,3,1200.0,5.0006611552866204e-08,0.999962962371872,C
caution tape roll 500 mtr,Caution Tape Roll 500 Mtr,1,1,1200.0,5.0006611552866204e-08,0.9999630123784835,C
pencil grinder 25 mm,Pencil Grinder 25 mm,1,1,1200.0,5.0006611552866204e-08,0.999963062385095,C
transister model cs8n 80 f,TRANSISTER MODEL-CS8N 80 F,1,1,1200.0,5.0006611552866204e-08,0.9999631123917065,C
round belt g 15 01,Round Belt (G-15-01),1,1,1200.0,5.0006611552866204e-08,0.9999631623983181,C
seal kit for fly start cylinder,Seal Kit for Fly Start Cylinder,1,1,1200.0,5.0006611552866204e-08,0.9999632124049296,C
pin od 29 teeth 12,PIN OD-29 TEETH-12,1,1,1200.0,5.0006611552866204e-08,0.9999632624115411,C
seal kit for carrier assy size i,"Seal Kit for Carrier Assy, Size-I",1,1,1200.0,5.0006611552866204e-08,0.9999633124181526,C
gi pipe 3 4,Gi Pipe 3/4'',1,1,1200.0,5.0006611552866204e-08,0.9999633624247641,C
screw driver 8 in 1,Screw Driver 8 in 1,1,1,1200.0,5.0006611552866204e-08,0.9999634124313757,C
bearing no 32214,Bearing No. 32214,1,1,1200.0,5.0006611552866204e-08,0.9999634624379872,C
hub greasingh repair ahuja auto ae 5919,Hub Greasingh Repair Ahuja Auto.AE-5919,1,1,1200.0,5.0006611552866204e-08,0.9999635124445987,C
fiber sheet white,Fiber Sheet - White,1,1,1200.0,5.0006611552866204e-08,0.9999635624512102,C
cpvc brass elbow 3 4,"Cpvc Brass Elbow 3/4""",1,1,1200.0,5.0006611552866204e-08,0.9999636124578217,C
labour charges of car rep work aa 4488,Labour Charges Of Car Rep. Work AA 4488,1,1,1199.0,4.996493937657215e-08,0.9999636624227611,C
282929100130 clutch cable 2010m tata ace,282929100130 Clutch Cable 2010M Tata Ace,1,1,1195.3,4.9810752324284144e-08,0.9999637122335134,C
f0t00500 timing belt tensioner al dost,F0T00500 Timing Belt (Tensioner) AL Dost,1,1,1194.06,4.975907882567952e-08,0.9999637619925923,C
tube 195 205 215r 15,Tube 195/205/215R-15,1,1,1192.96,4.971323943175606e-08,0.9999638117058317,C
upvc elbow 3 4x1 2 brass,"Upvc Elbow 3/4X1/2"" (Brass)",2,2,1192.3200000000002,4.968656923892787e-08,0.9999638613924009,C
led bulb 9 w pin type,LED Bulb 9 W(Pin type),1,1,1190.0,4.958988978992565e-08,0.9999639109822906,C
ht bolt 6x50,Ht Bolt 6X50,1,1,1190.0,4.958988978992565e-08,0.9999639605721804,C
v belt b 45,V Belt - B 45,1,1,1188.0,4.950654543733754e-08,0.9999640100787258,C
electrol powder,Electrol Powder,2,2,1188.0,4.950654543733754e-08,0.9999640595852712,C
alleneky bolt 6x25mm,Alleneky Bolt - 6x25Mm,1,1,1188.0,4.950654543733754e-08,0.9999641090918167,C
807002ve0a w regulator assy rh alpartner,807002VE0A W/Regulator Assy RH ALPartner,1,1,1182.81,4.929026684237139e-08,0.9999641583820835,C
shocket 10 amp,Shocket 10 Amp,1,1,1180.0,4.91731680269851e-08,0.9999642075552515,C
seamless tee 50 nb,Seamless Tee - 50 NB,1,1,1180.0,4.91731680269851e-08,0.9999642567284195,C
brass tee 1 4 x 1 4,Brass Tee - 1/4'' x 1/4'',2,2,1176.0,4.900647932180888e-08,0.9999643057348988,C
ria vial cap,Ria Vial Cap,1,1,1175.0,4.8964807145514824e-08,0.9999643546997059,C
led bulb 12w,LED Bulb 12W,1,1,1174.0,4.892313496922077e-08,0.9999644036228409,C
air oil filter change mp tractor p3115,Air & Oil Filter Change MP Tractor P3115,1,1,1173.0,4.8881462792926714e-08,0.9999644525043037,C
mombatti,Mombatti,2,2,1172.8,4.8873128357667905e-08,0.999964501377432,C
hoister dimension m 2 2 0 6 2 2,Hoister - Dimension(m): 2.2×0.6×2.2,1,1,1172.32,4.885312571304676e-08,0.9999645502305577,C
high hoister dimension m 2 2 0 6 2 5,High Hoister - Dimension(m): 2.2×0.6×2.5,1,1,1172.32,4.885312571304676e-08,0.9999645990836835,C
ht spring washer m12,Ht Spring Washer M12,1,1,1170.0,4.875644626404455e-08,0.9999646478401297,C
measuring jug 2 ltr,Measuring Jug 2 Ltr.,1,1,1170.0,4.875644626404455e-08,0.9999646965965759,C
air line jointer 8 mm,Air Line Jointer - 8 mm,2,1,1160.0,4.8339724501104e-08,0.9999647449363005,C
allen bolt 3 8 x1 25,"Allen Bolt - 3/8""X1.25""",1,1,1154.0,4.808969144333967e-08,0.999964793025992,C
panel fan 6,"PANEL FAN 6""",1,1,1150.0,4.792300273816345e-08,0.9999648409489947,C
clamp bolt 19 no,Clamp Bolt  19 No.,1,1,1150.0,4.792300273816345e-08,0.9999648888719975,C
leaf spring bush tough rider jeep,Leaf Spring Bush Tough Rider/ Jeep,1,1,1150.0,4.792300273816345e-08,0.9999649367950003,C
assy stearing gear box zf 2515,Assy Stearing Gear Box (ZF) 2515,1,1,1150.0,4.792300273816345e-08,0.9999649847180031,C
285126355404 rev idler gear 28t sup ace,285126355404 Rev.Idler Gear 28T SUP.ACE,1,1,1148.44,4.7857994143144726e-08,0.9999650325759972,C
550740166701 rear hub bolt only 909 bsiv,550740166701 Rear Hub Bolt Only 909 BSIV,1,1,1146.88,4.7792985548126e-08,0.9999650803689828,C
269915409944crank speed pos sensor yodha,269915409944Crank Speed POS Sensor Yodha,1,1,1146.88,4.7792985548126e-08,0.9999651281619684,C
ci ball valve 1 2,"Ci Ball Valve 1/2""",1,1,1146.0,4.775631403298723e-08,0.9999651759182824,C
upvc elbow 2 5,"Upvc Elbow 2.5""",1,1,1143.9,4.766880246276971e-08,0.9999652235870848,C
injector nozzel repair from kamal p 1198,Injector Nozzel Repair From Kamal P-1198,1,1,1140.8,4.753961871625814e-08,0.9999652711267035,C
f002g20886 4ar brush gear assy m bolero,F002G20886-4AR Brush Gear Assy M-Bolero,1,1,1140.64,4.75329511680511e-08,0.9999653186596547,C
new year entry passes 2019,New Year Entry Passes 2019,1,1,1140.08,4.7509614749326416e-08,0.9999653661692695,C
cowpea beans barbatti,Cowpea Beans (Barbatti),7,7,1140.0,4.75062809752229e-08,0.9999654136755505,C
tube fitting stud 6mmx1 4,"Tube Fitting Stud - 6MmX1/4""",2,2,1140.0,4.75062809752229e-08,0.9999654611818315,C
chabila masala,Chabila Masala,2,2,1139.06,4.746710912950648e-08,0.9999655086489406,C
mdf board 12mm,MDF Board 12Mm,1,1,1139.0,4.7464608798928844e-08,0.9999655561135494,C
copper lugz u 1 5 mm,Copper Lugz U 1.5 Mm,2,2,1136.0,4.733959227004668e-08,0.9999656034531417,C
engine valve set m m,Engine Valve Set M & M,1,1,1132.81,4.720665802766864e-08,0.9999656506597997,C
rin aala 500 ml,Rin Aala - 500 ml,1,1,1130.16,4.7096226760489394e-08,0.9999656977560265,C
333 y1797 acc cable kit w hand lever jcb,333/Y1797 Acc.Cable Kit W/Hand Lever JCB,1,1,1129.66,4.707539067234237e-08,0.9999657448314172,C
tomato puree,Tomato Puree,1,1,1128.0,4.7006214859694237e-08,0.999965791837632,C
gumla for flour making,Gumla (for flour making),1,1,1127.0,4.696454268340018e-08,0.9999658388021747,C
bearing 6202 v alternator brg,Bearing 6202 V (Alternator Brg.),1,1,1125.0,4.688119833081207e-08,0.9999658856833731,C
silo socket 75 mm,SILO SOCKET 75 MM,1,1,1125.0,4.688119833081207e-08,0.9999659325645714,C
piston w pin lock 1035 di,Piston W/Pin & Lock 1035 Di,1,1,1125.0,4.688119833081207e-08,0.9999659794457698,C
oil filter belt change mp tracto p8083,Oil Filter & Belt Change MP Tracto.P8083,2,1,1122.0,4.6756181801929905e-08,0.9999660262019516,C
casting ele weight machine,Casting (Ele. Weight Machine ),1,1,1120.0,4.6672837449341795e-08,0.9999660728747891,C
toggle switch 3 point,Toggle Switch 3 Point,1,1,1120.0,4.6672837449341795e-08,0.9999661195476266,C
fit spanner 18x19,Fit Spanner 18X19,1,1,1120.0,4.6672837449341795e-08,0.9999661662204641,C
motor sleeve 25 no,Motor Sleeve - 25 No.,1,1,1120.0,4.6672837449341795e-08,0.9999662128933016,C
copper lugz ring 10 mm,Copper Lugz Ring 10 Mm,1,1,1119.0,4.663116527304774e-08,0.9999662595244668,C
pad ink,Pad Ink,2,2,1117.26,4.6558655686296084e-08,0.9999663060831225,C
hb strong,HB Strong,1,1,1116.0,4.6506148744165574e-08,0.9999663525892712,C
76 x 6mm cross 120 x 2,76 X 6mm Cross (120 X 2),1,1,1115.0,4.646447656787152e-08,0.9999663990537478,C
807202va0a w regulator assy rh al dost,807202VA0A W/Regulator Assy RH AL DOST,1,1,1112.5,4.636029612713638e-08,0.999966445414044,C
bolt 17 no 4 m10x1 5x110,"Bolt 17 NO. 4"" M10X1.5X110",1,1,1112.5,4.636029612713638e-08,0.9999664917743402,C
socket 6 amp,Socket 6 AMP,4,4,1107.6,4.61561024632955e-08,0.9999665379304427,C
ms washer 4 sut,Ms Washer 4 Sut,3,3,1104.8,4.603942036967215e-08,0.999966583969863,C
opc drum,OPC Drum,1,1,1101.7,4.5910236623160585e-08,0.9999666298800997,C
electrod owen 5 kg capacity 0 300 c,Electrod Owen (5 Kg Capacity) 0-300'C,1,1,1101.69,4.5909819901397643e-08,0.9999666757899196,C
fire clax,Fire Clax,1,1,1100.0,4.583939392346069e-08,0.9999667216293135,C
labour charge from new mmg cg08l0874,Labour Charge From New MMG CG08L0874,2,2,1100.0,4.583939392346069e-08,0.9999667674687075,C
halogen set 1000w,Halogen Set 1000W,1,1,1100.0,4.583939392346069e-08,0.9999668133081014,C
dataflex cleaning kit,"DATAFLEX, CLEANING KIT",1,1,1100.0,4.583939392346069e-08,0.9999668591474954,C
niddle bar bushing upper part no 8002a1,Niddle Bar bushing(Upper)part no-8002A1,1,1,1100.0,4.583939392346069e-08,0.9999669049868893,C
simplex chain lock 3 8,"Simplex Chain lock 3/8""",1,1,1100.0,4.583939392346069e-08,0.9999669508262833,C
hole punch 10 mm,Hole Punch 10 Mm,1,1,1100.0,4.583939392346069e-08,0.9999669966656772,C
niddle bar bushing lower part no 8002a2,Niddle Bar bushing(Lower)part no-8002A2,1,1,1100.0,4.583939392346069e-08,0.9999670425050712,C
diff cover pkg 608,Diff. Cover Pkg. 608,1,1,1100.0,4.583939392346069e-08,0.9999670883444651,C
tds meter,TDS Meter,1,1,1100.0,4.583939392346069e-08,0.9999671341838591,C
b al elbow fittings qsl 06 mm,B-AL-Elbow Fittings QSL - 06 mm,2,1,1100.0,4.583939392346069e-08,0.999967180023253,C
butter paper,Butter Paper,1,1,1099.2,4.5806056182425444e-08,0.9999672258293092,C
ht bolt 3 8x1 5,Ht Bolt 3/8X1.5'',1,1,1097.0,4.5714377394578525e-08,0.9999672715436866,C
assy piston kit ace,Assy Piston Kit ACE,1,1,1095.32,4.564436813840451e-08,0.9999673171880548,C
29067251 tmc assy tata magic,29067251 Tmc Assy Tata Magic,1,1,1093.75,4.557894282162285e-08,0.9999673627669976,C
f0v00300 tensioner timing belt al dost,F0V00300 Tensioner (Timing Belt) AL Dost,1,1,1092.18,4.551351750484118e-08,0.9999674082805151,C
garlic,GARLIC,1,1,1092.0,4.550601651310825e-08,0.9999674537865316,C
spunj sheet 2,"Spunj Sheet 2""",1,1,1090.0,4.542267216052014e-08,0.9999674992092038,C
cs reducer 6 x4,"Cs Reducer 6""X4""",1,1,1090.0,4.542267216052014e-08,0.999967544631876,C
air conveyor dimension m 1 1 0 6 0 5,Air conveyor - Dimension(m): 1.1×0.6×0.5,1,1,1088.59,4.536391439194552e-08,0.9999675899957904,C
clutch kundi rod w end type 8 709 909,"Clutch Kundi Rod W/End Type 8"" 709/909",2,2,1088.1,4.534349502556143e-08,0.9999676353392855,C
chana,Chana,3,3,1085.0,4.521431127904986e-08,0.9999676805535967,C
hyd pipe change w for damri generator,Hyd. Pipe Change W. For Damri Generator,1,1,1080.0,4.500595039757959e-08,0.9999677255595472,C
led bulb 7 w pin type,LED Bulb 7 W(Pin type),1,1,1080.0,4.500595039757959e-08,0.9999677705654976,C
uniform male shirt,Uniform Male Shirt,1,1,1080.0,4.500595039757959e-08,0.999967815571448,C
ms pipe 1 2 c class 3 2 mm 1 44 kg,"MS Pipe 1/2"" C Class, 3.2 mm , 1.44 kg/",1,1,1080.0,4.500595039757959e-08,0.9999678605773984,C
sylincer jali 1 1 2 x6 tata ace magic,"Sylincer Jali 1 1/2""x6"" Tata Ace/Magic",1,1,1072.5,4.469340907537417e-08,0.9999679052708075,C
labour charge from city wheels af 3460,Labour Charge From City Wheels AF-3460,1,1,1069.64,4.457422665117318e-08,0.9999679498450341,C
811 50536 pivot pin stabiliser jcb,811/50536 Pivot Pin (Stabiliser) Jcb,1,1,1069.49,4.456797582472907e-08,0.99996799441301,C
condensor 80 100 mfd,Condensor 80-100 MFD,1,1,1066.8,4.4455877670498054e-08,0.9999680388688876,C
265154209989 assy speedo cable jis 2000,265154209989_Assy Speedo Cable Jis 2000,1,1,1061.04,4.42158459350443e-08,0.9999680830847336,C
anchor fastner 8x100,Anchor Fastner - 8X100,2,2,1060.0,4.417250687169848e-08,0.9999681272572405,C
rear veiw mirror lh 3 hole tata ace,Rear Veiw Mirror LH (3 Hole) Tata Ace,1,1,1057.68,4.407582742269628e-08,0.9999681713330679,C
f002g91343 drive end shield,F002G91343 Drive End Shield,1,1,1054.68,4.3950810893814114e-08,0.9999682152838788,C
oxalgin tab,Oxalgin Tab,1,1,1052.2,4.3847463896604856e-08,0.9999682591313427,C
1 25mm nylone pipe plasto,"1""(25mm) Nylone Pipe Plasto",1,1,1050.94,4.379495695447435e-08,0.9999683029262997,C
bolt 280560,Bolt - 280560,1,1,1050.8,4.378912284979317e-08,0.9999683467154226,C
labour charge from star automobil v 7087,Labour Charge From Star Automobil.V-7087,1,1,1050.0,4.375578510875793e-08,0.9999683904712077,C
notice board,Notice Board,1,1,1050.0,4.375578510875793e-08,0.9999684342269928,C
aux contact block 1no 1nc ladn11,Aux Contact Block 1NO+1NC - LADN11,1,1,1050.0,4.375578510875793e-08,0.9999684779827779,C
angle grinder 4x 6x 16mm,Angle grinder 4X 6X 16MM,1,1,1050.0,4.375578510875793e-08,0.999968521738563,C
steering oil seal 26 42 12 909,Steering Oil Seal 26-42-12 909,1,1,1050.0,4.375578510875793e-08,0.9999685654943481,C
334 y5208 hyd hose 06bsp lp 1050mm b jcb,334/Y5208 Hyd.Hose 06Bsp Lp 1050mm B Jcb,2,2,1050.0,4.375578510875793e-08,0.9999686092501332,C
hammer mill sieve plate 4mm sfsp132x102g,Hammer Mill Sieve Plate 4mm-SFSP132X102G,1,1,1048.2,4.3680775191428636e-08,0.9999686529309084,C
bolt 24 no 4,"Bolt 24 No. 4""",1,1,1041.0,4.3380735522111434e-08,0.999968696311644,C
carrier bearing mounting block,Carrier Bearing Mounting Block,1,1,1040.0,4.333906334581738e-08,0.9999687396507073,C
butterscotch nuts,Butterscotch Nuts,1,1,1035.72,4.3160706431278827e-08,0.9999687828114138,C
bone die 11mm 120 x 2,Bone Die 11mm - 120 X 2,1,1,1035.0,4.31307024643471e-08,0.9999688259421162,C
cpvc nipple 1 5,"Cpvc Nipple 1.5""",2,2,1035.0,4.31307024643471e-08,0.9999688690728187,C
0108eaf01150n front wheel arch rh bolero,0108EAF01150N Front Wheel Arch RH Bolero,1,1,1034.0,4.308903028805305e-08,0.9999689121618489,C
0108eaf01140n front wheel arch lh bolero,0108EAF01140N Front Wheel Arch LH Bolero,1,1,1032.0,4.300568593546494e-08,0.9999689551675348,C
sq ammonium molybdate,SQ Ammonium Molybdate,1,1,1030.0,4.292234158287683e-08,0.9999689980898764,C
screw driver,Screw Driver,2,1,1030.0,4.292234158287683e-08,0.999969041012218,C
ac exial fan 8,"AC Exial Fan - 8""",1,1,1030.0,4.292234158287683e-08,0.9999690839345595,C
272425600164 clutch release yoke sup ace,272425600164 Clutch Release Yoke Sup.Ace,1,1,1026.56,4.2778989296425276e-08,0.9999691267135489,C
253422125113 frt eng support lh 407 bsiv,253422125113 Frt.Eng.Support LH 407 BSIV,1,1,1026.33,4.276940469587764e-08,0.9999691694829536,C
simplex spocket 19x1,"Simplex Spocket 19X1 """,1,1,1026.0,4.2755652877700606e-08,0.9999692122386065,C
jaiphal nutmeg,Jaiphal (Nutmeg),2,2,1023.81,4.266439081161662e-08,0.9999692549029973,C
fip injector repair kamal diesel z1485,FIP & Injector Repair Kamal Diesel Z1485,1,1,1023.0,4.263063634881844e-08,0.9999692975336336,C
fanta bottle 2 ltr,Fanta Bottle 2 Ltr,1,1,1021.42,4.256479431027383e-08,0.999969340098428,C
potentiometer 1 k,POTENTIOMETER (1 K),1,1,1020.0,4.2505619819936275e-08,0.9999693826040478,C
ms washer 5 sut,Ms Washer 5 Sut,1,1,1020.0,4.2505619819936275e-08,0.9999694251096676,C
ring spaner 6x7,Ring Spaner 6X7,1,1,1020.0,4.2505619819936275e-08,0.9999694676152874,C
coconut milk,Coconut Milk,1,1,1017.84,4.241560791914112e-08,0.9999695100308953,C
binder clip 41mm,Binder Clip 41Mm,1,1,1017.6,4.240560659683054e-08,0.9999695524365019,C
ac insulation sleeve 11 8,AC Insulation Sleeve - 11/8'',1,1,1017.0,4.238060329105411e-08,0.9999695948171051,C
stabilizer 0 5 kva,Stabilizer 0.5 KVA,1,1,1016.95,4.237851968223941e-08,0.9999696371956248,C
spike guard,Spike Guard,1,1,1016.94,4.237810296047647e-08,0.9999696795737277,C
pushp hing,Pushp Hing,2,2,1016.18,4.2346432106492985e-08,0.9999697219201599,C
pencill cell aa,Pencill Cell AA,1,1,1016.0,4.2338931114760054e-08,0.999969764259091,C
282946200106 assy stg worm w nut ace,282946200106 Assy STG.Worm W/Nut ACE,1,1,1015.63,4.232351240953126e-08,0.9999698065826034,C
grapes green,Grapes Green,7,7,1015.0,4.2297258938466e-08,0.9999698488798623,C
bush for kirloskar kds 1040 model 10hp,"BUSH FOR KIRLOSKAR,KDS-1040+MODEL,10HP",1,1,1014.0,4.2255586762171944e-08,0.9999698911354491,C
cut repair work of tyre tube,Cut Repair Work Of Tyre Tube,1,1,1014.0,4.2255586762171944e-08,0.9999699333910359,C
282633203401 king pin bush ace mega,282633203401 King Pin Bush ACE MEGA,1,1,1012.5,4.2193078497730864e-08,0.9999699755841144,C
ele wire 2 5 sqmm 2 core,Ele. Wire 2.5 Sqmm 2 Core,1,1,1008.0,4.200555370440761e-08,0.9999700175896681,C
rin aala 200 ml,RIN AALA 200 ML,2,2,1004.1800000000001,4.184636599096432e-08,0.9999700594360341,C
279009130108 air filter element,279009130108_Air Filter Element,1,1,1003.4,4.181386169345496e-08,0.9999701012498958,C
485102va0a assy tie rod rh al dost,485102VA0A Assy Tie Rod RH AL Dost,1,1,1003.12,4.180219348409262e-08,0.9999701430520893,C
taski r5,Taski R5,1,1,1001.5,4.173468455849626e-08,0.9999701847867739,C
led flood light 30 watt,LED FLOOD LIGHT 30 WATT,1,1,1000.0,4.167217629405517e-08,0.9999702264589502,C
dipper ram repair from bharat elec p2309,Dipper Ram Repair From Bharat Elec.P2309,1,1,1000.0,4.167217629405517e-08,0.9999702681311264,C
pizza oven repairing charge,Pizza Oven Repairing Charge,1,1,1000.0,4.167217629405517e-08,0.9999703098033027,C
standard test sieve 0 5mm,Standard Test Sieve 0.5mm,1,1,1000.0,4.167217629405517e-08,0.999970351475479,C
standard test sieve 1 5mm,Standard Test Sieve 1.5mm,1,1,1000.0,4.167217629405517e-08,0.9999703931476552,C
araldite,Araldite,1,1,1000.0,4.167217629405517e-08,0.9999704348198315,C
stiching machine kabja screw,Stiching Machine Kabja Screw,1,1,1000.0,4.167217629405517e-08,0.9999704764920078,C
pin for fly start limit switch,Pin for fly start limit switch,1,1,1000.0,4.167217629405517e-08,0.999970518164184,C
deductibles as per policy t c,Deductibles (as per policy T & C),1,1,1000.0,4.167217629405517e-08,0.9999705598363603,C
labour charge from jaika automobi z 8442,Labour Charge From Jaika Automobi.Z-8442,1,1,1000.0,4.167217629405517e-08,0.9999706015085366,C
engine repair work for bakal air compres,Engine Repair Work For bakal Air Compres,1,1,1000.0,4.167217629405517e-08,0.9999706431807128,C
pvc reducer 1 5x1,Pvc Reducer 1.5X1,1,1,1000.0,4.167217629405517e-08,0.9999706848528891,C
co2 discharge pipe 9ltrs,Co2 discharge pipe 9ltrs,1,1,1000.0,4.167217629405517e-08,0.9999707265250654,C
standard test sieve 2 5mm,Standard Test Sieve 2.5mm,1,1,1000.0,4.167217629405517e-08,0.9999707681972416,C
air compr repair gagan engi w cg19f0170,Air Compr.Repair Gagan Engi.W.CG19F0170,1,1,1000.0,4.167217629405517e-08,0.9999708098694179,C
ecu change work jaika auto cg08ae 3904,ECU Change Work Jaika Auto.CG08AE-3904,1,1,1000.0,4.167217629405517e-08,0.9999708515415942,C
timer belt 15at 860,Timer Belt 15AT/860,1,1,1000.0,4.167217629405517e-08,0.9999708932137704,C
guide plate left a 11 00,Guide Plate (Left) (A-11-00),1,1,1000.0,4.167217629405517e-08,0.9999709348859467,C
guide plate right a 10 00,Guide Plate (Right) (A-10-00),1,1,1000.0,4.167217629405517e-08,0.999970976558123,C
return valve a leyland,Return Valve A/Leyland,1,1,1000.0,4.167217629405517e-08,0.9999710182302992,C
labour charge from jaika automob ab 0647,Labour Charge From Jaika Automob.AB-0647,1,1,1000.0,4.167217629405517e-08,0.9999710599024755,C
standard test sieve 1 0mm,Standard Test Sieve 1.0mm,1,1,1000.0,4.167217629405517e-08,0.9999711015746517,C
labour charge from jaika automob aa 7767,Labour Charge From Jaika Automob.AA-7767,1,1,1000.0,4.167217629405517e-08,0.999971143246828,C
standard test sieve 0 75mm,Standard Test Sieve 0.75mm,1,1,1000.0,4.167217629405517e-08,0.9999711849190043,C
cable tie 300 mm,Cable Tie 300 MM,1,1,1000.0,4.167217629405517e-08,0.9999712265911805,C
pvc t 1 2,"Pvc T 1/2""",1,1,1000.0,4.167217629405517e-08,0.9999712682633568,C
standard test sieve 2 0mm,Standard Test Sieve 2.0mm,1,1,1000.0,4.167217629405517e-08,0.9999713099355331,C
stiching charges for pant,Stiching Charges For Pant,1,1,1000.0,4.167217629405517e-08,0.9999713516077093,C
door limit switch,Door limit switch,1,1,1000.0,4.167217629405517e-08,0.9999713932798856,C
pvc suction pipe 1 25,"Pvc Suction Pipe- 1.25""",1,1,999.9,4.1668009076425764e-08,0.9999714349478946,C
bolt 22 no 2,"Bolt 22 No. 2""",1,1,997.5,4.1567995853320037e-08,0.9999714765158905,C
soap vim bar,Soap - Vim Bar,3,3,997.47,4.156674568803122e-08,0.9999715180826362,C
bolt 86571872 p,Bolt (86571872.P),1,1,996.61,4.1530907616418324e-08,0.9999715596135438,C
269915409945 eng cam sensor 709 bsiv,269915409945 Eng.Cam Sensor 709 BSIV,1,1,995.76,4.149548626656838e-08,0.99997160110903,C
adaptor female to male af12m34,Adaptor Female ½” to Male ¾” (AF12M34),1,1,995.0,4.1463815412584895e-08,0.9999716425728454,C
430a42vf2j rr hub lock washer al partner,430A42VF2J RR Hub Lock Washer AL Partner,1,1,991.5,4.1317962795555705e-08,0.9999716838908083,C
khada urad,Khada Urad,2,2,990.0,4.125545453111462e-08,0.9999717251462628,C
pully 3 g x 7 5 b section,"PULLY - 3 G X 7.5"" , B- SECTION",1,1,990.0,4.125545453111462e-08,0.9999717664017173,C
refilling for co2 type 9 ltr,Refilling for CO2 Type 9 ltr,1,1,990.0,4.125545453111462e-08,0.9999718076571718,C
265454510119 combination switch 709 bsiv,265454510119 Combination Switch 709 BSIV,1,1,989.84,4.124878698290757e-08,0.9999718489059587,C
full gasket set eng o hauling 407,Full Gasket Set Eng O/Hauling 407,1,1,987.28,4.114210621159479e-08,0.9999718900480649,C
